# TE Log(g/go)
O3  -0.3
O5  -0.4
O6  -0.45
O8  -0.5
B0  -0.5
B3  -0.5
B5  -0.4
B8  -0.4
A0  -0.3
A5  -0.15
F0  -0.1
F5  -0.1
G0  -0.05
G5  +0.05
K0  +0.05
K5  +0.1
M0  +0.15
M2  +0.2
M5  +0.5
M8  +0.5
