3488.4571090872	2.6067397806099e-13
3488.4571090872	3.9325400574830027e-13
3491.06384886781	4.024296087340451e-13
3493.6705886484197	3.8697276177716844e-13
3496.2773284290297	3.8791111165240033e-13
3498.8840682096397	3.960385892929491e-13
3501.4908079902493	3.966093675266541e-13
3504.0975477708594	3.908136834984699e-13
3506.7042875514694	3.8213136539615167e-13
3509.3110273320794	3.8007634149336833e-13
3511.917767112689	3.8504808608057217e-13
3514.524506893299	3.84576458135541e-13
3517.131246673909	3.8705161038016245e-13
3519.7379864545187	3.924086533144133e-13
3522.3447262351287	3.9049313912617456e-13
3524.951466015739	3.8508416290786163e-13
3527.5582057963484	3.78462099983809e-13
3530.1649455769584	3.8629971617354375e-13
3532.7716853575685	3.918009579967352e-13
3535.378425138178	3.889325114140446e-13
3537.985164918788	3.8608761912355127e-13
3540.591904699398	3.802734223432719e-13
3543.1986444800077	3.776537730541124e-13
3545.8053842606178	3.705608411265493e-13
3548.412124041228	3.679616290483412e-13
3551.018863821838	3.6338133565551323e-13
3553.6256036024474	3.673422514522545e-13
3556.2323433830575	3.7476017298102016e-13
3558.8390831636675	3.7311768800486755e-13
3561.445822944277	3.7972936969311866e-13
3564.052562724887	3.896828064224589e-13
3566.659302505497	3.8867623312552335e-13
3569.2660422861068	3.93007973170309e-13
3571.872782066717	3.9033433061295975e-13
3574.479521847327	3.899843501516814e-13
3577.0862616279364	3.923216731951257e-13
3579.6930014085465	3.861042345218446e-13
3582.2997411891565	3.793355603590176e-13
3584.906480969766	3.7681527819896643e-13
3587.513220750376	3.7921109394961627e-13
3590.119960530986	3.803415373447583e-13
3592.7267003115962	3.792556004487968e-13
3595.333440092206	3.8314983781193024e-13
3597.940179872816	3.8700677862033017e-13
3600.546919653426	3.809874236839622e-13
3603.1536594340355	3.787361862930133e-13
3605.7603992146455	3.791553388528962e-13
3608.3671389952556	3.767655946344123e-13
3610.973878775865	3.7520854478945154e-13
3613.580618556475	3.7546672043177465e-13
3616.1873583370852	3.7673895036602345e-13
3618.794098117695	3.765600027974547e-13
3621.400837898305	3.764241793702966e-13
3624.007577678915	3.8119702706895797e-13
3626.6143174595245	3.7880863810318965e-13
3629.2210572401345	3.712710206545816e-13
3631.8277970207446	3.7270032437856926e-13
3634.4345368013546	3.787379481215436e-13
3637.041276581964	3.8342853198036764e-13
3639.6480163625743	3.827548900655481e-13
3642.2547561431843	3.8355210392297667e-13
3644.861495923794	3.856291913399701e-13
3647.468235704404	3.864822416092817e-13
3650.074975485014	3.9144281891410893e-13
3652.6817152656236	3.9272399351628073e-13
3655.2884550462336	3.875570383279209e-13
3657.8951948268436	3.8454309181368274e-13
3660.501934607453	3.857174182917561e-13
3663.1086743880633	3.833725871482674e-13
3665.7154141686733	3.880204263364412e-13
3668.3221539492833	3.884893979861498e-13
3670.928893729893	3.8617893605152886e-13
3673.535633510503	3.860450641882812e-13
3676.142373291113	3.839134414020118e-13
3678.7491130717226	4.045339638356765e-13
3681.3558528523326	4.1590716330988653e-13
3683.9625926329427	3.9355278476198297e-13
3686.5693324135523	3.73810249247597e-13
3689.1760721941623	3.6310220780620683e-13
3691.7828119747724	3.5317126827194567e-13
3694.389551755382	3.5068546374097953e-13
3696.996291535992	3.5569642934177303e-13
3699.603031316602	3.587110805874233e-13
3702.2097710972116	3.5586770617997143e-13
3704.8165108778217	3.552910461494807e-13
